References,Family,,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,,1334,NP-Nom характеризоваться NP-Ins,NP-Nom характеризоваться NP-Ins,"Современная эпоха характеризуется разрушением ""стилистического единства"".",,,,,,,,,,,Predicate Argument Construction,Verb,Light verb,,Salient property,Property assignment,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Property assignment,,,,,,,,,,
,,,1335,NP-Nom иметь (Adj-Acc) силу,NP-Nom иметь (Adj-Acc) силу,Это требование имеет юридическую силу.,,,,,,,,,,,Predicate Argument Construction,Verb,Light verb,,Temporary characteristics,Relevance,Salient property,Property assignment,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Property assignment,,,,,,,Relevance,,,
,,,1336,NP-Nom представлять собой NP-Acc,NP-Nom представлять собой NP-Acc,Эта работа представляет собой описание сравнительных конструкций.,,,,,,,,,,,Predicate Argument Construction,Verb,Light verb,,Salient property,Property assignment,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Property assignment,,,,,,,,,,
,,,1337,NP-Nom представлять из себя NP-Acc,NP-Nom представлять из себя NP-Acc,Ты из себя вообще ничего не представляешь!,,,,,,,,,,,Predicate Argument Construction,Verb pattern,Light verb,,Salient property,Property assignment,Assessment,Negative,,,,,,,NA,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Property assignment,,,,,,,,,,
,,,1338,VP/NP на веки вечные,VP/NP на веки вечные,Нина предложила свою дружбу на веки вечные.,,,,,,,,,,,Head + Modifier Construction,,Simplex prep; Nominal pattern; Reduplication,,Time,Time period,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1339,VP/NP на века,VP/NP на века,Книга на века,,,,,,,,,,,Head + Modifier Construction,,PP,,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1340,VP/NP навеки,VP/NP навеки,Мы с Пашей – друзья навеки.,,,,,,,,,,,Head + Modifier Construction,,Adv,,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1341,вовек не VP,вовек не VP,Вовек их слава не умрёт.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv; Negation,Adv; Negation Marker,Time,Time period,Phase of action,Continuative,,,,,,,Obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1342,VP до скончания времен,VP до скончания времен,Рукопись будет храниться там до скончания времён.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP; Nominal Pattern,Prep; Noun,Time,Temporal boundary,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,,,1343,VP раз и навсегда,VP раз и навсегда,Запомни это раз и навсегда.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv,Noun; Conj; Adv,Time,Time period,Phase of action,Continuative,Quantification,Existential,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,Existential,,,,,,,,,,,,Time period,,,,
,,,1344,"Cl , пока (не) Cl","Cl , пока (не) Cl","Он читал, пока не стемнело.",,,,,,,,,,,Connection Construction,Conjunction,Conj,,Time,Temporal boundary,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,"Семья континуативных конструкций с семантикой Forever (towards the past) since remote past; mostly - inceptive continuative (with preposition ""с"")",,1345,VP с (глубокой) древности,VP с (глубокой) древности,Люди с древности пользовались этим советом.,B2,"Конструкция обозначает, что [ситуация]Situation длится очень долгое время и актуальна до сих пор.",,,[Ассоциативные процессы как феномен психики изучали]Situation с древности.,"[Тис широко и разнообразно используется]Situation с древности: лучшие луки делались из ветвей тиса, дома римских патрициев украшала резная тисовая мебель.",С древности [люди поклонялись человеческой привлекательности]Situation.,"Между Индией, Египтом и Месопотамией с глубокой древности [существовали торговые связи]Situation, шел постоянный обмен товарами, изобретениями, идеями.",С глубокой древности [люди стремились украсить своё жилище растениями]Situation.,VP,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Adj,Time,Temporal boundary,Phase of action,Continuative,,,,,Situation,,NA,"с, глубокой, древности",,"См. близкие конструкции VP с древних/незапамятных времен (Они с древних времен верили, что магия существует), VP с давних пор (С давних пор люди придавали цвету особое значение).",To be added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,"Семья континуативных конструкций с семантикой Forever (towards the past) since remote past; mostly - inceptive continuative (with preposition ""с"")",,1346,VP с древних/незапамятных времен,VP с древних/незапамятных времен,"Они с древних времен верили, что магия существует.",B2,"Конструкция обозначает, что [ситуация]Situation длится очень долгое время и актуальна до сих пор.",,,[Соль в этих краях добывали]Situation еще с незапамятных времен.,Вообще-то лошади с незапамятных времен по праву [считаются животными-лекарями]Situation у многих народов мира.,Образ их жизни с древних времен [практически не изменился]Situation.,С древних времен [в школу гейш берут учениц в возрасте шести лет и шести месяцев]Situation.,С древних времен [человек пытался раскрыть секреты Солнца]Situation.,VP,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Adj,Time,Temporal boundary,Phase of action,Continuative,,,,,Situation,,NA,"с, древних, незапамятных, времен",,"См. близкие конструкции VP с (глубокой) древности (Люди с древности пользовались этим советом), VP с давних пор (С давних пор люди придавали цвету особое значение).",To be added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,"Семья континуативных конструкций с семантикой Forever (towards the past) since remote past; mostly - inceptive continuative (with preposition ""с"")",,1347,VP с давних пор,VP с давних пор,С давних пор люди придавали цвету особое значение.,B2,"Конструкция обозначает, что [ситуация]Situation длится очень долгое время и актуальна до сих пор.",,,"С давних пор [это дерево используют для изготовления масок, статуэток, рукояток ножей, шахматных фигур]Situation.",[Маму Гришки и Костика я знала]Situation с давних пор — когда она была еще маленькой девочкой и звали ее Ринка.,С давних пор [индейцы употребляют в пищу плоды этих растений]Situation.,С давних пор [этот газон под моими окнами сделался чем-то вроде форума для нашей местной молодежи]Situation.,Тетя Тамара с давних пор [поклонница французской киноактрисы Бриджит Бардо]Situation. ,VP,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Adj,Time,Temporal boundary,Phase of action,Continuative,,,,,Situation,,Colloquial,"с, давних, пор",,"См. близкие конструкции VP с (глубокой) древности (Люди с древности пользовались этим советом), VP с древних/незапамятных времен (Они с древних времен верили, что магия существует).",To be added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,,,1348,с той поры Cl,с той поры Cl,С той поры вышло много моих книг.,,,,,,,,,,,Cl + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Pron,Time,Temporal boundary,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,,,1349,по-прежнему VP,по-прежнему VP,Тётя по-прежнему живет в Петербурге.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv,Adv,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1350,всё время VP,все время VP,Почему ты всё время жалуешься?,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,NP,Noun; Pron,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1351,Сколько можно Cop VP-Inf!,Сколько можно Cop VP-Inf!,Сколько можно спать!,,,,,,,,,,,Clause,,Adv,,Time,Time period,Phase of action,Continuative,Attitude,Dissatisfaction,,,,,Colloquial,,,,,,,,,,,Dissatisfaction,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1352,VP целый NP-Acc,VP целый NP-Acc,Маша целый день работала.,,,,,,,,,,,Head + Modifier Construction,Attributive,Adj,Adj,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1353,VP битый час,VP битый час,Мы тут битый час ждем в очереди.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,NP,Noun; Adj,Time,Time period,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1354,VP без перерыва,VP без перерыва,Они работали без перерыва.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Manner,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,Continuative,,,,,,,,,,,,,,,,,,,,,
,,,1355,VP с утра до вечера/ночи,VP с утра до вечера/ночи,Он с утра до ночи писал книгу.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Time,Time period,Phase of action,Continuative,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1356,VP от зари до зари,VP от зари до зари,Она будет работать от зари до зари.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP; Reduplication,Prep; Noun,Time,Time period,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1357,VP от темна до темна,VP от темна до темна,Летом от темна до темна я огородом занималась.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Time,Time period,Phase of action,Continuative,,,,,,,Obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
,,,1358,VP не переставая,VP не переставая,Телефон звонит не переставая.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Converb; Negation; Adv,Verb; Negation Marker; Adv,Time,Time period,Phase of action,Continuative,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuative,,,,,,,,,,,,,,,,,Time period,,,,
